0 10
0,02 10
0,04 12
0,06 272
0,08 16
0,1 40
0,12 37
0,14 414
0,16 734
0,18 124
0,2 667
0,22 985
0,24 867
0,26 326
0,28 81
0,3 173
0,32 464
0,34 177
0,36 557
0,38 90
0,4 411
0,42 182
0,44 302
0,46 218
0,48 770
0,5 138
0,52 163
0,54 353
0,56 486
0,58 789
0,6 687
0,62 56
0,63 155
0,65 197
0,67 197
0,69 16
0,71 14
0,73 18
0,75 13
0,77 14
0,79 12
0,81 13
0,83 10
0,85 12
0,87 12
0,89 12
0,91 10
0,93 12
0,95 10
0,97 10
0,99 10
